acronym_,expansion,id,text
MM,mathematical model,EXT,"Brings together all articles on MMing from Plus Magazine, the online mathematics magazine produced by the Millennium Mathematics Project at the University of Cambridge."
PE,processing element,EXT,"local memory
memory associated closely with a PE, e.g. a cache, scratchpad, the memory connected to one processor node in a NUMA or COMA system, or device memory  in an accelerator."
PE,processing element,EXT,"A computer network on a single semiconductor chip, connecting PEs, fixed function units, or even memories and caches."
PE,processing element,EXT,PE
PE,processing element,EXT,"An electronic circuit  that may function autonomously or under external control, performing arithmetic and logic operations on data, possibly containing local memory, and possibly connected to other PEs via a network, network on a chip, or cache hierarchy."
TDS,training data set,EXT,Various networks are trained by minimization of an appropriate error function defined with respect to a TDS.
GT,group testing,EXT,"In statistics and combinatorial mathematics, GT is any procedure that breaks up the task of identifying certain objects into tests on groups of items, rather than on individual ones."
GT,group testing,EXT,"First studied by Robert Dorfman in 1943, GT is a relatively new field of applied mathematics that can be applied to a wide range of practical applications and is an active area of research today."
GT,group testing,EXT,"A familiar example of GT involves a string of light bulbs connected in series, where exactly one of the bulbs is known to be broken."
GT,group testing,EXT,Schemes for carrying out GT can be simple or complex and the tests involved at each stage may be different.
GT,group testing,EXT,"Unlike many areas of mathematics, the origins of GT can be traced back to a single report written by a single person: Robert Dorfman."
GT,group testing,EXT,This is the central idea behind GT.
GT,group testing,EXT,"On the other hand, with combinatorial GT, the goal is to minimise the number of tests needed in a 'worst-case scenario' – that is, create a minmax algorithm – and no knowledge of the distribution of defectives is assumed."
GT,group testing,EXT,There are many ways to extend the problem of GT.
GT,group testing,EXT,"One of the most important is called noisy GT, and deals with a big assumption of the original problem: that testing is error-free."
GT,group testing,EXT,There are endless ways to continue remixing the basic formula of GT.
GT,group testing,EXT,"In threshold GT, the result of a test is positive if the number of defective items in the group is greater than some threshold value or proportion."
GT,group testing,EXT,The concept of GT was first introduced by Robert Dorfman in 1943 in a short report published in the Notes section of Annals of Mathematical Statistics.
GT,group testing,EXT,"Dorfman's report – as with all the early work on GT – focused on the probabilistic problem, and aimed to use the novel idea of GT to reduce the expected number of tests needed to weed out all syphilitic men in a given pool of soldiers."
GT,group testing,EXT,"After 1943, GT remained largely untouched for a number of years."
GT,group testing,EXT,The first thorough treatment of GT was given by Sobel and Groll in their formative 1959 paper on the subject.
GT,group testing,EXT,"The paper also made the connection between GT and information theory for the first time, as well as discussing several generalisations of the group-testing problem and providing some new applications of the theory.


="
GT,group testing,EXT,Combinatorial GT =
GT,group testing,EXT,Combinatorial GT in general was later studied more fully by Katona in 1973.
GT,group testing,EXT,"In general, finding optimal algorithms for adaptive combinatorial GT is difficult, and although the computational complexity of GT has not been determined, it is suspected to be hard in some complexity class."
GT,group testing,EXT,"As such, the problem of adaptive combinatorial GT – with a known number or upper bound on the number of defectives – has essentially been solved, with little room for further improvement."
GT,group testing,EXT,"One of the key insights in non-adaptive GT is that significant gains can be made by eliminating the requirement that the group-testing procedure be certain to succeed , but rather permit it to have some low but non-zero probability of mis-labelling each item ."
GT,group testing,EXT,Formalisation of combinatorial GT =
GT,group testing,EXT,This section formally defines the notions and terms relating to GT.
GT,group testing,EXT,"Therefore, the goal of GT is to come up with a method for choosing a 'short' series of tests that allow"
GT,group testing,EXT,For any GT problem with sample space
GT,group testing,EXT,Algorithms for non-adaptive GT consist of two distinct phases.
GT,group testing,EXT,"Suppose a non-adaptive GT procedure for



        n


    {\displaystyle n}
   items consists of the tests"
GT,group testing,EXT,The matrix representation makes it possible to prove some bounds on non-adaptive GT.
GT,group testing,EXT,"The generality of the theory of GT lends it to many diverse applications, including clone screening, locating electrical shorts; high speed computer networks; medical examination, quantity searching, statistics; machine learning, DNA sequencing; cryptography; and data forensics."
GT,group testing,EXT,"In the context of GT, this problem is usually tackled by dividing time into 'epochs' in the following way."
GT,group testing,EXT,"Therefore, using an adaptive GT algorithm with outcomes"
GT,group testing,EXT,"Compressed sensing, which is closely related to GT, can be used to solve this problem."
GT,group testing,EXT,This construction shows that compressed sensing is a kind of 'continuous' GT.
GT,group testing,EXT,This task of identification can be approached with a simple application of GT.
GT,group testing,EXT,"During a pandemic such as the COVID-19 outbreak in 2020, virus detection assays are sometimes run using nonadaptive GT designs."
GT,group testing,EXT,One example was provided by the Origami Assays project which released open source GT designs to run on a laboratory standard 96 well plate.
GT,group testing,EXT,"In a laboratory setting, one challenge of GT is the construction of the mixtures can be time-consuming and difficult to do accurately by hand."
GT,group testing,EXT,Using the largest GT designs  it was possible to test 1120 patient samples in 94 assay wells.
GT,group testing,EXT,Combinatorial GT and its applications.
GT,group testing,EXT,"A GT algorithm with online informational learning"", IIE Transactions, 46 : 164–184, doi:10.1080/0740817X.2013.803639, ISSN"
