acronym,expansion,anchor_sentence
PSM,patient side manipulator,"Without behavioral cloning , we were unable to solve the PSM Pick environment ."
PSM,precoding - aided spatial modulation,"PSM systems utilize the indices of receive antennas to carry bits information , which reduces the complexity of receiver ."
NI,new instances,"According to the reported results , EWC Kirkpatrick2017 and LwF Li2016 perform significantly worse in NC and NIC than in NI ."
NI,neat image,"Our network is able to achieve 3.82dB and 4.14dB more PSNR from NC and NI , respectively ."
NI,national instruments,We compare the and performance with ED and AC approaches using the NI USRP platform as shown in Fig . .
NI,noun incorporation,"Also , the NI is not simply a combination of a noun with a verb stem "" to yield a more specific , derived verb stem "" ."
NI,network interface,"A communication transfer between two CPU cores across the NoC involvesthe two CPU cores itself , routers , the interfaces between CPU cluster and NoC ( NI ) and other communication infrastructure like the bus interconnect within a CPU cluster ."
OPF,optimal power flow,We also provide an extensive analysis of the investigated grids as well as an empirical limit of performance of machine learning techniques providing optimal OPF solutions .
OPF,optimal pareto front,"This step invokes the BBHT - QSA once ; however , since the quantum circuits of the original NDQIO algorithm are utilized , each activation of the quantum oracle , namely the operator in , compares each of the generated routes to all the routes comprising the OPF identified so far ."
DTN,delay tolerant networks,"fig : Goodput and lossfigure*Random mobilityIn the scenario where nodes move at random and consumers do not always have a path to the content producer , intermediate nodes should take a store and forward approach , which is naturally done in NDN and in TCP / IP this is implemented via delay - tolerant network ( DTN ) ."
DTN,domain transfer network,"This is true both when transferring the samples of the set and when transferring the test set of SVHN , which is much smaller and was not seen during the training of the DTN ."
DTN,disruption tolerant networking,"In FANET , DTN approach based on store - carry - forward model can be utilized to tackle the long delay for packets delivery ."
PVI,parabolic variational inequality,"Left : rate of convergence of FE solution for scalar PVI of Ex . , ."
PVI,perpendicular vegetation index,Perpendicular Vegetation Index ( PVI ) .
ERR,expected reciprocal rank,"While graded labels are still assigned to documents independently , ERR is grounded on the idea of the cascade user model : that previous evaluations of documents influences the likelihood that a buyer will continue browsing ."
ERR,exact recovery ratio,we plot the ERR of TMP with various pre - selection algorithms as a function of the sparsity .
HI,hubert 's index,Hubert 's Index ( HI ) ( Hubert1985 ) is another popular metric for comparing partitions .
HI,histogram intersection,Both pitch accuracy and timbre HI are the higher the better .
TCA,temporal concept analysis,The principal aim of TCA is the visualisation of temporal data within the corresponding concept lattices and .
TCA,task component architecture,The authors also integrate TCA with ROS using a ROSProxyNode developed with ROSJAVA .
NUC,normalized uniformity coefficient,"As for NUC and Deviation , our method outperforms the baseline methods by a large margin ."
NUC,next utterance classification,"On the other hand , it is not clear if their evaluation suffered from this potential limitation , as their results showed the feasibility and relevance of the NUC task ."
OCM,oz computation model,"Another key OCM abstraction is the Kernel Language , a concise set of values and statements that serve as the basic computational elements and as building blocks for higher level computing techniques ."
OCM,original component manufacturers,shows the An untrusted entity in the supply chain can reverse engineer the IP and copy or modify the design before selling it to another OCM .
CCP,cross conformal prediction,"For the three different scenarios , we observe large variance between the individual CCP and ICP sources where NDCP efficiency is consistently good , but not always the best ."
CCP,convex - concave procedure,"This might be because FP scheme identifies the global minimum for kl - KL based bound minimization problem , whereas CCP converges to a local solution or a stationary point . '"
JD,joint decoding,"Joint Decoding ( JD ) Inspired by and , we adapt a joint decoding method to find a translation that approximately maximizes the likelihood score ."
JD,joint diagonalization,then the JD approach diagonalizes matrices and in the present notation .
LDE,local discriminant embedding,"We point out that our new strategies also apply to other exponential based methods such as the exponential Laplacian embedding , exponential LDE , exponential LPP , exponential discriminant regularization , and 2DEDA for high dimensionality reduction other than face recognition ."
LDE,learnable dictionary encoding,table*[htb]centertabularllccccc & Front - end model & Loss & Dims & Aggregation & Training set & EER ( ) VoxCeleb1 test set Nagrani Nagrani17 & I - vectors + PLDA & - & - & - & VoxCeleb1 & 8.8Nagrani Nagrani17 & VGG - M & Softmax & 1024 & TAP & VoxCeleb1 & 10.2Cai cai2018exploring & ResNet-34 & A - Softmax + PLDA & 128 & TAP & VoxCeleb1 & 4.46 Cai cai2018exploring & ResNet-34 & A - Softmax + PLDA & 128 & SAP & VoxCeleb1 & 4.40 Cai cai2018exploring & ResNet-34 & A - Softmax + PLDA & 128 & LDE & VoxCeleb1 & 4.48 Okabe okabe2018attentive & TDNN ( x - vector ) & Softmax & 1500 & TAP & VoxCeleb1 & 4.70 Okabe okabe2018attentive & TDNN ( x - vector ) & Softmax & 1500 & SAP & VoxCeleb1 & 4.19 Okabe okabe2018attentive & TDNN ( x - vector ) & Softmax & 1500 & ASP & VoxCeleb1 & 3.85 Hajibabaei hajibabaei2018unified & ResNet-20 & A - Softmax & 128 & TAP & VoxCeleb1 & 4.40 Hajibabaei hajibabaei2018unified & ResNet-20 & AM - Softmax & 128 & TAP & VoxCeleb1 & 4.30 Chung Chung18a & ResNet-34 & Softmax + Contrastive & 512 & TAP & VoxCeleb2 & 5.04 Chung Chung18a & ResNet-50 & Softmax + Contrastive & 512 & TAP & VoxCeleb2 & 4.19 Ours & Thin ResNet-34 & Softmax & 512 & TAP & VoxCeleb2 & 10.48 Ours & Thin ResNet-34 & Softmax & 512 & NetVLAD & VoxCeleb2 & 3.57 Ours & Thin ResNet-34 & AM - Softmax & 512 & NetVLAD & VoxCeleb2 & 3.32 Ours & Thin ResNet-34 & Softmax & 512 & GhostVLAD & VoxCeleb2 & 3.22 Ours & Thin ResNet-34 & AM - Softmax & 512 & GhostVLAD & VoxCeleb2 & 3.23 VoxCeleb1-EC Chung Chung18a & ResNet-50 & Softmax + Contrastive & 512 & TAP & VoxCeleb2 & 4.32 Ours ( cleaned ) & Thin ResNet-34 & Softmax & 512 & GhostVLAD & VoxCeleb2 & 3.13 VoxCeleb1-HC Chung Chung18a & ResNet-50 & Softmax + Contrastive & 512 & TAP & VoxCeleb2 & 7.22 Ours ( cleaned ) & Thin ResNet-34 & Softmax & 512 & GhostVLAD & VoxCeleb2 & 5.06 tabularcenterResults for verification on the original VoxCeleb1test set Nagrani17 and the extended and hardtest sets ( VoxCeleb - E and VoxCeleb - H ) Chung18a .
UC,universal composability,The UC framework introduces a PPT environment that is invoked on the security parameter and an auxiliary input and oversees the execution of a protocol in one of the two worlds .
UC,unit commitment,"The uncertainty of power loss is also introduced to obtain the more practical UC optimization results , and an enhanced GWO algorithm is applied for solving this problem ."
CPD,concave points detection,The chosen nanoparticle dataset is challenging for CPD experiments since it contains objects with noisy boundaries .
CPD,coherent point drift,"Center : Using the full visible displacement from CPD , the network estimates a displacement field which is applied to the vessels , resulting in a good registration for all three main branches ."
CPD,coal mine disaster,"In Bayesian approach , the CPD problem is reduced to estimating the posterior distribution of the change - point locations given the time - series data ."
HDT,header dictionary triple,"The default setting for Virtuoso was assumed.)virtuoso , "" Stardog "" and HDT display the query time using these data stores respectively ."
