acronym,expansion,anchor_sentence
ARD,accelerated robust distillation,"Performance of MobileNetV2 students distilled from naturally trained teachers on CIFAR-10 , where robust accuracy is with respect to a -step PGD attack as in [ 15].Appendix D : Improving the speed of ARD by reducing the number of attack stepsAnother way to improve the speed of ARD training is to reduce the number of attack steps in order to reduce the number of gradient calculations ."
NL,natural language,Pseudo - Relevance Feedback ( PRF ) on the NL Query : tsc2016 first employ Stack Overflow in collecting pseudo - relevance feedback on a given query .
ILS,incomplete lineage sorting,"In the case where a gene family contains a single gene per species , observed incongruences between a gene tree and a species tree can be analyzed through the prism of ILS in the multispecies coalescent model tree / DegnanR09 ."
AML,actor modeling language,"The set containing the rest of the system components , which are all specified in AML , is addressed as the open system ."
MN,mobile network,"In addition , energy self - sustainability can be realized within the MN through the use of EH systems , e.g. , solar panels and/or wind turbines , and energy storage systems ."
MN,master node,DC between LTE/5 G MN and LTE/5 G SN is known as Multi - RAT Dual Connectivity ( MR - DC ) .
MN,memory networks,Compare MN with MN - Wt .
MN,mobile node,"As all parameters of the models were derived from extensive geometric and probability analysis , they correctly simulate the actual behavior of the MN traversing a WLAN coverage area ."
SED,soft edit distance,In order to evaluate the proposed approach we tested SED - based K - means algorithm on different simulated sequences data sets .
SED,sound event detection,"In this article , we have developed , benchmarked , and combined several machine listening techniques to improve the generalizability of SED models across heterogeneous acoustic environments ."
SED,standard edit distance,In order to evaluate the proposed approach we tested SED - based K - means algorithm on different simulated sequences data sets .
UDP,user datagram protocol,"Given synchrophasors use TCP / UDP on the transport layer for their communications , attacks typically possible on TCP / IP stack like DoS , MITM , packet replay or spoofing are possible in synchrophasor domains as well ."
UDP,universal dependency parse,"The strongest similarity at recurrent layers belongs to the most local property , the UDP POS tag ."
SSL,structural sparsity learning,"The results show that using SSL not only removes the redundant spectral bands for the face recognition task , but it can also improve the recognition performance in comparison to the case where all the spectral bands are used for face recognition ."
SSL,scleral spur location,"One of the strengths of the presented method is that it utilizes 3 different approaches to identify the SSL , allowing the machine to be more robust and , thus , be able to more accurately locate the SSL on a variety of ASOCT scans ."
SSL,semi supervised learning,"It isachieved via the following mixed information gain for node : equationIG_j , SSL = IG_j , UL + IG_j , Leqn : InfGain2equationwhere is defined in Eqn ."
SCR,sparse compositional regression,"For SDM , we use a modified version of our SCR code , and train on the same data for all of the methods for fair comparison ."
SCR,skin conductance response,"That is , the signal 's optimization procedure was performed two times , which automatically determined the optimization parameters for evaluating the number of significant SCR ( nSCR ) above a defined threshold 0.01Siemens within a time - window ."
CKA,concurrent kleene algebra,"Concurrent Kleene algebraTo obtain CKA , we add a parallel composition operator to KA ."
CKA,centered kernel alignment,"The effect of task and training on intermediate representations in convolutional neural networks revealed with modified RV similarity analysis Jessica A.F. Thompson ( j.thompson@umontreal.ca ) BRAMS , CRBLM , Mila , Universite de MontrealMontreal , Quebec , Canada Yoshua Bengio ( yoshua.bengio@mila.quebec ) Mila , Universite de Montreal Montreal , Quebec , CanadaMarc Schonwiesner ( marcs@rz.uni-leipzig.de ) Department of Biology , University of Leipzig Leipzig , GermanyAbstractCentered Kernel Alignment ( CKA ) was recently proposed as a similarity metric for comparing activation patterns in deep networks ."
RDS,running digital sum,where the RDS can take any one of possible values .
WF,weighted fusion,"Table shows that of the rank 1 accuracy improvement ( for the mAP ) is due to the WF method , while the remaining ( for mAP ) to the WPR viewpoint - based alignment technique , which highlights the effectiveness of our two schemes and demonstrates that they are complementary to some extent ."
TBB,tor browser bundle,"- In this white paper , the authors do an excellent job of surveying existing related research and showing how their research adds to the body of knowledge with regard to the forensic evaluation and investigation of the TOR Browser Bundle ( TBB ) ."
